,summary,access,interaction,house_rules,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
1560,"Our place is close to Dunkin' Donuts, Maverick Marketplace Cafe, Maverick Station. You’ll love our place because it is Steps Away from Maverick Station. East Boston is a prime location for airport travelers/workers. If your flight gets delayed, cancelled or if your an employee pulling a double  and want to be close to the airport for your morning shift, S.P would love to host you.. our place is also good for couples, solo adventurers, and business travelers.",,,- Enjoy Your self and have a pleasant stay!,2015-03-05,within an hour,100%,100%,f,18,East Boston,East Boston,,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",,99.0,,,1,$0.00,1,1125,24,88.0,f,t,strict,15.0
1561,"A small cozy private bedroom with its own key in a great location. The bedroom is furnished with a full size bed, computer desk and a closet, and can accommodate two people. The living room kitchen and the bathroom will be shared with other guests.",,,- No Smoking In the House. There is a back porch accessible through the kitchen where you can smoke. - We try to keep the house very clean and would like to ask you to please remove your shoes when entering the house so that dirt doesn't trek around the house. There is a shoe cabinet right by the entrance where you can store your shoes. Some slippers will also be provided and can be found inside the shoe cabinet. - Please clean after yourself after you use the bathroom. It is a shared bathroom. The same goes for the kitchen.,2011-11-14,within an hour,100%,97%,f,4,East Boston,East Boston,,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,77.0,$100.00,,1,$15.00,1,1125,226,86.0,f,f,strict,5.64
1562,My place is close to restaurants and dining and public transport. Between Airport and Wood Island station on the blue line.  You’ll love my place because of convenient location.,Please note that AC unit is a window unit located in the living room with fans installed in each bedroom.,,No parties. No smoking please,2013-07-28,within an hour,96%,100%,f,3,East Boston,East Boston,,t,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,119.0,$300.00,$75.00,2,$30.00,2,1125,4,85.0,f,t,strict,2.31
1563,If you are looking for a competitive priced hotel alternative within walking distance to both Logan International Airport BOS and Downtown Boston (one train stop) then you have come to the right listing.,Depending on if you are  checking when I am home or out: This information is discussed during the confirming of your stay and is based on arrive time.  When I am home: Let me know when you arrive so I can let you in and greet you at the door.  When I am away: A lock box will be in the front entry with the keys inside; for self check in.,For most stays I will be home or within the Boston area and easily reachable.,Be respectful and no smoking in room,2015-04-24,within an hour,100%,100%,f,1,East Boston,East Boston,,t,Apartment,Shared room,2,1.0,1.0,1.0,Futon,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,56.0,,,1,$20.00,1,1125,115,95.0,f,f,flexible,7.99
1564,"Welcome to our brand new home, redesigned to be luxurious, spacious, clean and comfortable. Located 5 minutes from Logan airport and 10 minutes from downtown Boston, our bi-level condo is the perfect sanctuary to relax and rest on your journey - great for couples, solo adventurers, and business travelers. Enjoy our renovated Master Bedroom, fit with a queen memory foam mattress, and your own private bathroom adjacent to the bedroom. Hope to see you soon!",,,- Remove shoes before entering - Lock windows before leaving,2013-04-19,within a few hours,100%,89%,f,2,East Boston,East Boston,,t,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,89.0,,$10.00,1,$10.00,1,1125,4,95.0,f,f,moderate,2.14
1566,"My place is close to Maverick Station, Jeffries Point / Airport. You’ll love my place because we are located one stop from the airport, two stops from downtown Boston, and walking distance from the picturesque pier and jetty. Five min walk from the T (subway), bus stop right outside the front door, mini market across the street, 10 min walk from supermarket, banks and restaurants nearby. My place is good for couples, solo adventurers, and business travelers.",,,"- Be respectful, we are opening our home to you. - Clean up after yourself. - Be mindful of the neighbors and our busy work schedule. - If you have any questions, please ask, we are very friendly people. - Enjoy your stay!",2014-02-10,within an hour,100%,100%,f,1,East Boston,East Boston,,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,65.0,,$15.00,1,$0.00,1,100,15,97.0,f,f,moderate,8.49
1567,If you are looking for a competitive priced hotel alternative within walking distance to both Logan International Airport East Boston and Downtown Boston (one block) then you have come to the right listing. Person who needs to sleep  night from 9 PM to 8 AM only you sleep on the room YMCA with park 5 min from home,"Guest can use refrigerator,microwave,bathroom,,don't cook",For most stays I will be home or within the Boston area and easily reachable If not at home I leave master lock send to you code for you get keys,"For visitor who only need to sleep,take shower and rest from 10 pm to 8:00 am No smoking extra quiet please Check out please close doors by manual lock Walking slow and not noise please",2015-08-15,within an hour,100%,98%,f,5,East Boston,East Boston,,t,Apartment,Private room,1,1.0,1.0,1.0,Futon,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,65.0,$100.00,$10.00,1,$0.00,1,1125,35,87.0,f,f,strict,9.05
1568,"My apartment offers all the comfort and conveniences of the city at a fraction of the cost of being downtown. The apartment is a quiet, cozy, modern looking, in a safe neighborhood only 2 blocks from the Airport shuttle and 2 stops from Downtown Boston.  It's also just one block away from Boston's Best Restaurant, Santarpio's Pizza.","Room comes fully furnished (bed, linen, pillow, towels, and bathroom) with central heat, AC, Wifi, cable TV -room has a 32 inch TV- and HDTV.  This is a three story building and the apartment is located on the third floor. Amenities Included -Hair Dryer -Fresh clean Linens and towels -Iron/ironing board -Kitchen is free to use",,- No smoking in the apartment please,2014-06-19,within an hour,100%,85%,f,2,East Boston,East Boston,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,85.0,,$25.00,1,$0.00,1,1125,4,100.0,f,f,moderate,1.79
1569,Charming and well decorated 2 bedroom / 1 bathroom apartment in East Boston. Full kitchen and amenities. 5 minute walk to the blue line MBTA - 10 minutes to downtown Boston.,,"We will be available for any of your needs, we look forward to being supportive if you are looking for any direction to the sites of Boston, or we will leave you completely alone if you want privacy.","We really only have one general requirement, and that is: please leave the apartment and its contents in the condition you found it. We do not have a maid service that cleans the apartment so please be respectful.",2014-04-22,within a few hours,100%,63%,f,1,East Boston,East Boston,,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",,215.0,,,4,$15.00,1,1125,11,98.0,f,f,moderate,1.99
1570,"Private room in a HOSTEL exclusive for Airbnb guests, the bathrooms are outside the room and are SHARED. Free parking and city views. Located one minute walk to metro station, one stop from downtown and airport stations.",FREE OFF-STREET PARKING ON PREMISES,,,2015-01-11,within an hour,100%,94%,f,7,East Boston,East Boston,,t,Apartment,Entire home/apt,2,2.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,60.0,,,1,$0.00,2,1125,32,78.0,f,f,strict,5.33
1572,"Private room in a HOSTEL exclusive for Airbnb guests, the bathrooms are outside the room and are SHARED. Free parking and city views. Located one minute walk to metro station, one stop from downtown and airport stations.",FREE OFF-STREET PARKING ON PREMISES,,,2015-01-11,within an hour,100%,94%,f,7,East Boston,East Boston,,t,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,60.0,,,1,$0.00,2,1125,37,88.0,f,f,strict,6.0
1573,Private apartment with access to FREE airport shuttle bus. Just recently renovated condo near Logan airport.  2 Bedrooms:  - One king size bed  - One queen size bed -  extra single rollaway  Only two stations by subway to downtown Boston,Entire top floor apartment and exclusive back deck. Smoking is allowed on the back deck only.,"We will be available for any of your needs, we look forward to being supportive if you are looking for any direction to the sites of Boston, or we will leave you completely alone if you want privacy.","We expect that you treat our home as you would yours.  If you smoke, you can do so on the back porch. There is absolutely no smoking in the apartment. If you have a pet you are traveling with, please contact us, we can discuss a nice pet.",2015-09-19,within an hour,100%,100%,f,3,,East Boston,,f,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",,250.0,$250.00,$95.00,4,$35.00,1,1125,15,94.0,f,t,moderate,1.58
1574,Great location with easy access to both downtown and the airport. 5min walk to Maverick Square for Blue Line. 10min walk to Airport Rental Car Center. 15min walk to Terminal A! :),"Please feel free to lounge in the living area, relax & refresh in the washroom, and cook in the kitchen. The second bedroom is mine and is private, though. Thank you!",,"Hello there! Please only enter the front door of the building if I have let you in or you have been given the key beforehand.  Please leave the apartment and its contents in the same condition you found it. Please no one in the apartment except the registered guests.  This is a strict one.  Thanks for understanding! Please no eating or drinking on the sofa. (Also, please hand wash any dishes used.) Please walk gently in the apartment and observe quiet hours of 8pm-10am. It is an old building and sound transfers easily.  Definitely no smoking and/or any other ""substances"" on the premises. Sorry, none of the alcohol in the apartment is for guest consumption. Thank you for respecting the property and also my furnishings. This helps me offer nice things for consequent guests! Sorry for the litany of rules, but adhering to these will make everyone happy. I like to keep a calm & clean place. Thank you! Paul",2013-11-19,within an hour,100%,98%,t,2,,East Boston,,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron}",,129.0,,$60.00,2,$0.00,1,1125,28,96.0,f,f,flexible,2.06
1576,This apartment is fully furnished. SAVE NOW BEFORE NEW PHOTOS ARE UPLOADED! Check out my downstairs condo which is furnished the same way. https://www.airbnb.com/rooms/10524612,The guest has access to the entire apartment. Enjoy your stay...,"I am available 24 hours a day, 7 days a week for my guests. Have a questions at 3am? Shoot me a text! I am always available...",Please respect my home. There are other long term tenants who reside in the building.,2012-09-17,within an hour,100%,99%,f,20,East Boston,East Boston,,t,Condominium,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,99.0,,$99.00,4,$10.00,2,1125,11,82.0,f,t,strict,2.39
