,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
832,"This cozy guesthouse is close to everything and yet quiet and peaceful.  Just a few blocks from Pike / Pine corridor and transit in Capitol Hill.  Recently remodeled with beautiful floors and a private patio.  Free parking, perfect for longer stays.",2014-08-31,within an hour,100%,100%,t,1.0,Minor,Minor,Central Area,t,House,Entire home/apt,5,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,145.0,,$100.00,4,$25.00,2,30,15,99.0,f,f,moderate,2.38
833,This apartment has a large kitchen w/ direct access to the gigantic backyard. My apartment is the entire first floor of a two story duplex & is a 15 min walk to the best restaurants and bars on Capital Hill.,2012-06-07,within an hour,100%,100%,f,1.0,Minor,Minor,Central Area,t,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,85.0,$250.00,$83.00,2,$35.00,1,70,74,92.0,f,t,strict,2.41
834,"My cool & comfortable one bedroom apartment (750sq) has a true city feeling yet a calm vibe. One block away from main bus/streetcar lines & Starbucks, Walgreens, Red Apple Groceries, Dry-cleaner, Subway...and variety of food joints & authentic restaurants. Features local bar, art/museum. St parking, natural light, faces park.",2013-08-16,within an hour,100%,100%,t,2.0,Minor,Minor,Central Area,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,79.0,$300.00,$70.00,2,$20.00,1,1125,104,95.0,f,f,moderate,3.62
835,Enjoy a quiet corner abode just blocks from some of Seattle's best activity. Fully implemented kitchen. Nice shower. Comfortable pull-out bed. The dates available are when I work crazy long hours at the hospital; can be flexible.,2015-09-03,within a few hours,100%,100%,f,2.0,,Minor,Central Area,f,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,{},,40.0,,,1,$0.00,1,1125,6,97.0,f,f,flexible,5.62
836,"This private bedroom has a queen size bed, a table with a chair and reading lamp, two windows and a closet with built in shelving.",2012-04-23,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,49.0,$100.00,$5.00,1,$5.00,1,1125,79,88.0,f,t,strict,1.85
837,"The Back Cabin Loft is one of 4 bedrooms in this historic home in the First Hill/ Cherry Hill District of Seattle. Nestled behind the main house, as a separate structure, you'll find the largest room we have available.",2012-04-23,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,Cabin,Private room,4,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,56.0,$100.00,$5.00,1,$5.00,1,30,79,84.0,f,t,strict,2.41
838,"ALL Yours! 3 floors, 3 bedrooms (+ Ikea sofa bed on the 1st floor in the living area) with 3 bathrooms (tub, double-headed shower, 1/2 bath), dream kitchen with gas stove, and roof top deck with city views. New construction 2013. Close to buses.",2014-12-18,within an hour,83%,100%,t,4.0,Minor,Minor,Central Area,t,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,330.0,$300.00,$75.00,6,$25.00,1,1125,4,100.0,f,f,strict,0.75
839,"Welcome to AMBER! Lovely, centrally located whole-floor 2 bdr apt. Full amenities and easy access to all of Seattle's attractions. Designated parking spot, quiet, beautiful and super comfortable. Check out our other listing here: www.airbnb.com/room",2013-12-28,within a day,86%,100%,f,2.0,Minor,Minor,Central Area,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,150.0,,$40.00,2,$10.00,2,1125,96,91.0,f,f,flexible,3.98
840,"Victorian guesthouse and events venue. Small weddings and creative endeavors. $350 overnight stay in four rooms, three bathrooms. Separate event-charge of $60 per hour, minimum 6, maximum 8 hours. Hosts live on-site. Must contact for availability. ",2013-10-21,within a few hours,100%,100%,t,5.0,Minor,Minor,Central Area,t,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",,350.0,$200.00,$120.00,1,$0.00,1,14,7,94.0,f,f,strict,0.85
841,"Our 2-bed, 1.5-bath townhouse comfortably sleeps 4 people. Located on a quiet residential street with a secluded backyard, we're blocks from a few coffee shops, restaurants, and bus lines, and a 15-minute walk to Capitol Hill. Hablamos español.",2015-03-04,within an hour,100%,100%,f,1.0,Minor,Minor,Central Area,t,Townhouse,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,145.0,,$60.00,4,$60.00,2,1125,2,100.0,f,f,strict,0.98
842,"QUEEN/FULL BEDROOM WITH A PRIVATE FULL BATHROOM! Secured by ADT 7/24. Privately owned nicely furnished house in the popular and prime central district!Close to downtown, located near bus lines, blocks away from capitol hill where you can go for nightlife and good food!  Enjoy!",2015-08-20,within an hour,100%,100%,f,1.0,Minor,Minor,Central Area,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,67.0,,$18.00,2,$0.00,1,1125,10,90.0,f,f,moderate,2.63
843,"Private room, double bed east of downtown for members of Subud spiritual community, renters & kindred spirits. Deals for 7-14 days. Quiet neighborhood across the street from a park. Light drinkers ok, drug users not welcome. No breakfast provided.  ",2013-09-19,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,House,Private room,3,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,69.0,,,1,$15.00,2,1125,52,95.0,f,f,moderate,2.53
844,"Nested in the front garden of this historic home within the Cherry Hill/ First Hill District of Seattle, the Front Cabin is a stand alone structure offering complete privacy. 15ft away is main house containing kitchen, bathroom, & living room.",2012-04-23,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,Cabin,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,52.0,$100.00,$5.00,1,$5.00,1,365,99,86.0,f,t,strict,2.27
845,"    Custom painted private bedroom (w/original art), bath (plush bathrobes) and balcony in a quiet neighborhood close to Seattle U, Capital Hill & Madrona. Steps to transit.  FREE off-street parking. Kitty on site. Vegan friendly.      ",2013-09-02,within an hour,100%,100%,t,1.0,Minor,Minor,Central Area,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,75.0,,$35.00,1,$0.00,2,15,71,97.0,f,t,strict,3.7
846,"Immaculate and charming three story townhouse on a quiet street perched at the edge of the trendy Capitol Hill neighborhood.  This is truly a beautiful spot and while I work as a professional chef, I love playing host in my spare time.",2013-03-29,,,,f,1.0,Minor,Minor,Central Area,t,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,90.0,,,1,$0.00,1,50,28,91.0,f,t,moderate,2.33
847,In Aug and Sept this 2nd floor master bedroom is available in our home. 2-3 people. Comfortable king bed with a sunny ensuite bathroom with walk-in bathroom that has two shower heads and two sinks (no tub). Rooftop deck and laundry access.,2014-12-18,within an hour,83%,100%,t,4.0,Minor,Minor,Central Area,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",,130.0,$150.00,$30.00,2,$25.00,1,1125,5,96.0,f,f,strict,0.97
849,"Open 1-BR loft w/private patio in the heart of Capitol Hill. Walking distance to bars, restaurants, coffee shops, music venues and shopping. Quick access to downtown and Pike Place Market. Rooftop deck with amazing Mt. Rainier views and BBQ access. ",2014-05-13,,,,f,1.0,Capitol Hill,Minor,Central Area,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Pets live on this property"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,155.0,,$25.00,1,$0.00,1,1125,10,100.0,f,f,moderate,0.57
850,"Stay in the land of geek! See the wall of shame (wall of dead circuit boards), my own photography gallery & my greenhouse bathroom! WiFi & guest computers. 2blocks from the popular Capital Hill neighborhood & Seattle University. Memory Foam Bed.",2014-07-30,within a few hours,100%,100%,f,2.0,Minor,Minor,Central Area,t,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,79.0,,,0,$0.00,1,1125,15,100.0,f,f,flexible,0.95
851,"It's close enough to walk to the trendy cap hill area and it's a short uber ride downtown or 30 minute walk. There are multiple bus lines that are REALLY close - the 3,4 lines that go downtown and the 48 that goes to the University of Washington. I work during the day and keep pretty busy, I'm happy to give you any advice when I'm around, but will generally keep to myself.",2014-11-02,within a day,70%,100%,f,1.0,Minor,Minor,Central Area,t,Apartment,Shared room,3,1.0,1.0,1.0,Airbed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in""}",,60.0,,$5.00,2,$5.00,1,4,18,92.0,f,f,flexible,3.72
852,"Our eclectic 900 sq ft home is stocked with plants, thrift finds and oddities. You will have the whole place to yourself. Plenty of on-street parking. 1 mile to the Pike/Pine corridor (bars, clubs, restaurants galore). Picnic items included!",2011-11-30,,,,f,1.0,Minor,Minor,Central Area,t,Apartment,Entire home/apt,4,1.0,2.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,115.0,,,1,$0.00,7,1125,1,100.0,f,f,flexible,0.16
853,"This home is nested in a quiet but bustling neighborhood 12 minutes from Downtown, 30 minutes from Safeco Field. It is a launch point for your business, city, and nature adventures. Welcome to my home with breakfast, a backyard and a cozy atmosphere.",2015-08-03,within an hour,100%,100%,f,1.0,Minor,Minor,Central Area,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,60.0,,,1,$10.00,2,1125,8,100.0,f,f,flexible,2.09
854,"A cozy room with a full size bed and vintage flourishes. Located in a historic farm house just up the hill from Downtown Seattle with original fir floors, dramatic windows, and high ceilings. This unique home offers a peaceful escape from city life.",2012-12-07,within a few hours,90%,100%,f,2.0,Minor,Minor,Central Area,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,70.0,,,1,$0.00,1,1125,33,96.0,f,f,flexible,2.47
855,"Artist inspired enclave walking distance to Capitol Hill's restaurants, bars and coffee shops. My home, circa 1905, is artfully curated inside and out keeping much of the vintage charm.  Small deck off the bright dining room overlooks the garden",2013-09-01,within an hour,100%,100%,f,1.0,Minor,Minor,Central Area,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,80.0,$550.00,$35.00,1,$0.00,2,29,3,100.0,f,f,flexible,0.85
856,"Private room (two single beds) east of downtown for members of Subud spiritual community, renters/kindred spirits. Deals for 7-14 days. Quiet neighborhood. Park across the street. Light drinkers ok, drug users not welcome. No breakfast provided.   ",2013-09-19,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,House,Private room,3,2.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,70.0,,,2,$25.00,2,1125,68,91.0,f,f,moderate,3.13
857,"Room 1 for members of Subud spiritual community, renters/kindred spirits. Quiet neighborhood. Light drinkers ok, drugs users not welcome. Legendary poet Joanne Kyger stayed here during the 2014 Cascadia Poetry Fest. No breakfast provided.      ",2013-09-19,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,House,Private room,1,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,55.0,,,1,$15.00,2,20,70,97.0,f,f,moderate,3.64
858,Private bedroom in home -Queen-sized bed -Ensuite bathroom -Keyless entry into house -Centrally located  -Short walk to many great restaurants/clubs -Rooftop deck with views of Mount Rainier  We have 2 rooms available in our home for rent. ,2012-10-16,within a day,75%,100%,t,2.0,Minor,Minor,Central Area,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,72.0,$150.00,$30.00,2,$20.00,2,1125,94,98.0,f,f,strict,3.02
859,"Large room in Seattle's best neighborhood,  capital hill  Centrally located house close to pike/pine corridor, several grocery stores. Su, and sccc",2015-11-07,within a day,60%,100%,f,3.0,,Minor,Central Area,f,House,Private room,2,1.0,1.0,1.0,Real Bed,{},,67.0,,,1,$0.00,1,1125,1,100.0,f,f,flexible,1.0
861,"Comfortable living with private bedroom in a beautiful, renovated home along the distinct crossroads of the city: Capitol Hill, the Central District and Little Saigon. Tall ceilings, skylights garden, chickens and relaxing deck spaces.",2013-08-21,within an hour,100%,100%,t,1.0,Minor,Minor,Central Area,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",,70.0,,$15.00,1,$10.00,1,1125,136,97.0,f,f,moderate,7.63
862,"This sweet studio borders on a one bedroom, has a huge bathroom with tub, and a big deck out back. The perfect tree house getaway from the city while being close to everything.  It is the upper floor of the duplex house and has a private entrance.",2012-04-23,within an hour,100%,100%,f,4.0,Minor,Minor,Central Area,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo}",,81.0,$200.00,$5.00,2,$10.00,1,365,51,94.0,f,t,strict,1.14
